,p1_code,p1_guess,p1_correct,p1_chose_x1,p1_chose_x2,p1_chose_x3,p1__chose_x4,p1_chose_x5,p1_revealed,round_number_modif,p1_number_variables,group.id_in_subsession,p1_x1,p1_x2,p1_x3,p1_x4,p1_x5,p1_y,session.code,p2_code,p2_guess,p2_correct,p2_chose_x1,p2_chose_x2,p2_chose_x3,p2_chose_x4,p2_chose_x5,p2_revealed,p2_number_variables,p2_x1,p2_x2,p2_x3,p2_x4,p2_x5,p2_y,polarized,p1_prediction,p2_prediction,predicted_polarization
168,92yk5xn6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,37,3.0,1,0.0,-11.0,1.0,-4.0,96.0,0.0,shkslx1s,qko8teup,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-11.0,1.0,-4.0,96.0,0.0,0.0,1,0,1.0
169,26pwwhw0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,37,4.0,2,0.0,-12.0,5.0,2.0,95.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,-11.0,2.0,-4.0,106.0,0.0,0.0,1,0,1.0
170,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,37,1.0,3,0.0,-10.0,-1.0,-6.0,92.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,-1.0,-6.0,92.0,0.0,0.0,1,0,1.0
171,92yk5xn6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,38,2.0,1,1.0,-10.0,6.0,-3.0,94.0,1.0,shkslx1s,qko8teup,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,1.0,-10.0,6.0,-3.0,94.0,1.0,0.0,1,1,0.0
172,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,38,4.0,2,-1.0,-10.0,6.0,-3.0,99.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,1.0,-8.0,5.0,-6.0,93.0,1.0,1.0,0,1,1.0
173,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,38,1.0,3,0.0,-10.0,3.0,-7.0,103.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,3.0,-7.0,103.0,0.0,0.0,1,0,1.0
174,92yk5xn6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,5.0,1,0.0,-10.0,4.0,-10.0,102.0,0.0,shkslx1s,qko8teup,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2.0,0.0,-10.0,4.0,-10.0,102.0,0.0,1.0,1,0,1.0
175,26pwwhw0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,39,1.0,2,1.0,-8.0,3.0,-8.0,102.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-11.0,4.0,-4.0,103.0,0.0,0.0,0,0,0.0
176,hynxkf5s,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,39,5.0,3,0.0,-8.0,5.0,-4.0,96.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-8.0,5.0,-4.0,96.0,1.0,0.0,1,1,0.0
177,92yk5xn6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,1.0,1,0.0,-10.0,8.0,3.0,112.0,1.0,shkslx1s,qko8teup,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,8.0,3.0,112.0,1.0,1.0,1,1,0.0
178,26pwwhw0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,40,2.0,2,1.0,-12.0,2.0,-11.0,91.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3,3.0,0.0,-11.0,6.0,-4.0,104.0,0.0,0.0,0,1,1.0
179,hynxkf5s,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,40,5.0,3,0.0,-7.0,7.0,3.0,103.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,-7.0,7.0,3.0,103.0,1.0,0.0,1,1,0.0
180,92yk5xn6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,41,2.0,1,0.0,-12.0,8.0,0.0,89.0,1.0,shkslx1s,qko8teup,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-12.0,8.0,0.0,89.0,1.0,1.0,1,1,0.0
181,26pwwhw0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,41,2.0,2,0.0,-8.0,5.0,-9.0,90.0,1.0,shkslx1s,heeiiyeh,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4,4.0,0.0,-8.0,8.0,-8.0,94.0,1.0,1.0,1,1,0.0
182,hynxkf5s,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,41,2.0,3,-1.0,-8.0,1.0,-6.0,105.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,-1.0,-8.0,1.0,-6.0,105.0,0.0,0.0,0,1,1.0
183,92yk5xn6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,42,2.0,1,-1.0,-10.0,8.0,-7.0,90.0,0.0,shkslx1s,qko8teup,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4.0,-1.0,-10.0,8.0,-7.0,90.0,0.0,0.0,1,0,1.0
184,26pwwhw0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,42,4.0,2,0.0,-9.0,7.0,-7.0,99.0,1.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3,3.0,0.0,-9.0,8.0,-10.0,100.0,1.0,0.0,1,1,0.0
185,hynxkf5s,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,42,2.0,3,0.0,-7.0,9.0,-8.0,107.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,-7.0,9.0,-8.0,107.0,1.0,0.0,1,1,0.0
186,92yk5xn6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,43,1.0,1,0.0,-11.0,4.0,-2.0,97.0,0.0,shkslx1s,qko8teup,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-11.0,4.0,-2.0,97.0,0.0,1.0,0,0,0.0
187,26pwwhw0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,43,1.0,2,0.0,-11.0,8.0,-10.0,95.0,1.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-10.0,5.0,0.0,88.0,1.0,0.0,1,1,0.0
188,hynxkf5s,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,43,5.0,3,-1.0,-9.0,0.0,-3.0,99.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,-1.0,-9.0,0.0,-3.0,99.0,0.0,1.0,0,1,1.0
189,92yk5xn6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,44,5.0,1,1.0,-8.0,-1.0,-9.0,95.0,0.0,shkslx1s,qko8teup,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,-8.0,-1.0,-9.0,95.0,0.0,0.0,0,0,0.0
190,26pwwhw0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,44,5.0,2,0.0,-10.0,11.0,-2.0,101.0,1.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4,4.0,0.0,-8.0,9.0,-4.0,105.0,1.0,0.0,1,1,0.0
191,hynxkf5s,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,44,5.0,3,0.0,-11.0,2.0,-2.0,107.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-11.0,2.0,-2.0,107.0,0.0,0.0,0,0,0.0
192,92yk5xn6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,45,2.0,1,2.0,-9.0,0.0,-1.0,110.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,3.0,2.0,-9.0,0.0,-1.0,110.0,1.0,0.0,1,0,1.0
193,26pwwhw0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,45,2.0,2,-2.0,-10.0,3.0,-4.0,106.0,0.0,shkslx1s,heeiiyeh,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,-12.0,2.0,-10.0,96.0,0.0,1.0,0,1,1.0
194,hynxkf5s,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,45,2.0,3,-1.0,-10.0,4.0,-6.0,97.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3.0,-1.0,-10.0,4.0,-6.0,97.0,0.0,0.0,0,0,0.0
195,92yk5xn6,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,46,5.0,1,0.0,-6.0,4.0,-13.0,103.0,0.0,shkslx1s,qko8teup,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-6.0,4.0,-13.0,103.0,0.0,0.0,1,1,0.0
196,26pwwhw0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,46,4.0,2,1.0,-8.0,4.0,-10.0,99.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,3.0,-1.0,-10.0,3.0,-6.0,92.0,0.0,0.0,1,0,1.0
197,hynxkf5s,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,46,5.0,3,0.0,-10.0,5.0,-6.0,98.0,1.0,shkslx1s,jmbhb6nn,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-10.0,5.0,-6.0,98.0,1.0,0.0,0,1,1.0
198,92yk5xn6,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,47,5.0,1,0.0,-11.0,5.0,-4.0,97.0,0.0,shkslx1s,qko8teup,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-11.0,5.0,-4.0,97.0,0.0,1.0,1,0,1.0
199,26pwwhw0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,47,1.0,2,0.0,-10.0,7.0,-6.0,103.0,1.0,shkslx1s,heeiiyeh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,-1.0,-7.0,6.0,-5.0,98.0,1.0,1.0,1,1,0.0
200,hynxkf5s,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,47,1.0,3,0.0,-13.0,6.0,2.0,101.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-13.0,6.0,2.0,101.0,0.0,0.0,0,0,0.0
201,92yk5xn6,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3,48,4.0,1,0.0,-6.0,3.0,1.0,104.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2.0,0.0,-6.0,3.0,1.0,104.0,1.0,1.0,1,1,0.0
202,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,48,5.0,2,-1.0,-7.0,2.0,-4.0,92.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,-1.0,-8.0,9.0,-7.0,102.0,1.0,1.0,0,1,1.0
203,hynxkf5s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,48,1.0,3,0.0,-11.0,7.0,-2.0,94.0,1.0,shkslx1s,jmbhb6nn,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,-11.0,7.0,-2.0,94.0,1.0,0.0,0,0,0.0
204,92yk5xn6,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,49,3.0,1,0.0,-9.0,11.0,-3.0,99.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-9.0,11.0,-3.0,99.0,1.0,0.0,1,1,0.0
205,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,49,4.0,2,0.0,-10.0,3.0,-8.0,110.0,0.0,shkslx1s,heeiiyeh,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,0.0,-12.0,6.0,-5.0,96.0,0.0,1.0,0,0,0.0
206,hynxkf5s,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,49,3.0,3,0.0,-7.0,0.0,-6.0,112.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-7.0,0.0,-6.0,112.0,0.0,1.0,0,0,0.0
207,92yk5xn6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,50,3.0,1,0.0,-9.0,3.0,-8.0,96.0,0.0,shkslx1s,qko8teup,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,0.0,-9.0,3.0,-8.0,96.0,0.0,0.0,0,0,0.0
208,26pwwhw0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,50,2.0,2,0.0,-12.0,3.0,-9.0,108.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-5.0,3.0,-4.0,94.0,1.0,1.0,0,1,1.0
209,hynxkf5s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,50,1.0,3,0.0,-12.0,9.0,0.0,98.0,1.0,shkslx1s,jmbhb6nn,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,-12.0,9.0,0.0,98.0,1.0,0.0,0,0,0.0
210,92yk5xn6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,51,2.0,1,-2.0,-8.0,5.0,-6.0,101.0,0.0,shkslx1s,qko8teup,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,4.0,-2.0,-8.0,5.0,-6.0,101.0,0.0,0.0,0,1,1.0
211,26pwwhw0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,51,1.0,2,0.0,-11.0,4.0,-8.0,101.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-13.0,6.0,-7.0,97.0,0.0,1.0,0,0,0.0
212,hynxkf5s,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,51,4.0,3,0.0,-12.0,4.0,0.0,93.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-12.0,4.0,0.0,93.0,0.0,1.0,0,0,0.0
213,92yk5xn6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,52,3.0,1,1.0,-10.0,4.0,-6.0,93.0,1.0,shkslx1s,qko8teup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-10.0,4.0,-6.0,93.0,1.0,0.0,0,1,1.0
214,26pwwhw0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,52,4.0,2,0.0,-6.0,6.0,-4.0,98.0,1.0,shkslx1s,heeiiyeh,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-12.0,5.0,0.0,97.0,0.0,0.0,1,1,0.0
215,hynxkf5s,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,52,4.0,3,0.0,-6.0,1.0,-7.0,106.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,-6.0,1.0,-7.0,106.0,1.0,1.0,1,1,0.0
216,92yk5xn6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,53,1.0,1,0.0,-12.0,4.0,0.0,91.0,0.0,shkslx1s,qko8teup,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-12.0,4.0,0.0,91.0,0.0,1.0,0,0,0.0
217,26pwwhw0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,53,3.0,2,0.0,-8.0,1.0,-8.0,104.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-10.0,9.0,-2.0,97.0,1.0,1.0,0,1,1.0
218,hynxkf5s,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,53,3.0,3,0.0,-10.0,3.0,-1.0,105.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,-10.0,3.0,-1.0,105.0,0.0,0.0,1,1,0.0
219,92yk5xn6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,54,1.0,1,0.0,-11.0,8.0,-6.0,95.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-11.0,8.0,-6.0,95.0,1.0,1.0,1,1,0.0
220,26pwwhw0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,54,3.0,2,0.0,-9.0,1.0,-13.0,107.0,0.0,shkslx1s,heeiiyeh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-10.0,8.0,-1.0,105.0,1.0,1.0,0,1,1.0
221,hynxkf5s,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,54,3.0,3,3.0,-12.0,-2.0,-11.0,99.0,0.0,shkslx1s,jmbhb6nn,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,3.0,-12.0,-2.0,-11.0,99.0,0.0,1.0,0,0,0.0
222,92yk5xn6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,55,3.0,1,0.0,-8.0,7.0,2.0,96.0,1.0,shkslx1s,qko8teup,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,0.0,-8.0,7.0,2.0,96.0,1.0,1.0,1,1,0.0
223,26pwwhw0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,55,4.0,2,0.0,-10.0,6.0,-6.0,99.0,1.0,shkslx1s,heeiiyeh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,-12.0,8.0,-5.0,104.0,1.0,1.0,1,1,0.0
224,hynxkf5s,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,55,5.0,3,0.0,-12.0,9.0,-3.0,94.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-12.0,9.0,-3.0,94.0,1.0,0.0,1,1,0.0
225,92yk5xn6,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,56,4.0,1,0.0,-8.0,6.0,-14.0,100.0,1.0,shkslx1s,qko8teup,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-8.0,6.0,-14.0,100.0,1.0,0.0,0,0,0.0
226,26pwwhw0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,56,4.0,2,0.0,-8.0,3.0,-5.0,106.0,0.0,shkslx1s,heeiiyeh,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,0.0,-6.0,3.0,-8.0,96.0,0.0,1.0,1,1,0.0
227,hynxkf5s,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,56,5.0,3,0.0,-9.0,8.0,-5.0,96.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-9.0,8.0,-5.0,96.0,1.0,1.0,1,1,0.0
228,92yk5xn6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,57,5.0,1,0.0,-7.0,2.0,-7.0,91.0,0.0,shkslx1s,qko8teup,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-7.0,2.0,-7.0,91.0,0.0,1.0,0,1,1.0
229,26pwwhw0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,57,1.0,2,0.0,-7.0,6.0,-1.0,93.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-13.0,8.0,-8.0,107.0,0.0,1.0,1,0,1.0
230,hynxkf5s,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,57,5.0,3,0.0,-8.0,3.0,-4.0,106.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-8.0,3.0,-4.0,106.0,1.0,0.0,1,1,0.0
231,92yk5xn6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,58,3.0,1,1.0,-11.0,0.0,4.0,101.0,1.0,shkslx1s,qko8teup,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,-11.0,0.0,4.0,101.0,1.0,0.0,1,1,0.0
232,26pwwhw0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,58,1.0,2,-1.0,-10.0,4.0,-2.0,92.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,7.0,-9.0,106.0,0.0,1.0,0,1,1.0
233,hynxkf5s,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,58,3.0,3,1.0,-9.0,8.0,-7.0,96.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,-9.0,8.0,-7.0,96.0,1.0,0.0,1,1,0.0
234,92yk5xn6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,59,4.0,1,0.0,-11.0,3.0,-7.0,90.0,0.0,shkslx1s,qko8teup,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,-11.0,3.0,-7.0,90.0,0.0,1.0,0,0,0.0
235,26pwwhw0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,59,2.0,2,0.0,-7.0,6.0,-5.0,101.0,1.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-11.0,1.0,-7.0,96.0,0.0,1.0,1,0,1.0
236,hynxkf5s,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,59,2.0,3,0.0,-8.0,10.0,-1.0,105.0,1.0,shkslx1s,jmbhb6nn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-8.0,10.0,-1.0,105.0,1.0,0.0,1,1,0.0
237,92yk5xn6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,60,4.0,1,0.0,-7.0,4.0,-9.0,102.0,0.0,shkslx1s,qko8teup,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-7.0,4.0,-9.0,102.0,0.0,1.0,1,0,1.0
238,26pwwhw0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,60,5.0,2,0.0,-9.0,5.0,-12.0,103.0,0.0,shkslx1s,heeiiyeh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,-1.0,-12.0,4.0,-9.0,91.0,0.0,1.0,0,0,0.0
239,hynxkf5s,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,60,2.0,3,0.0,-12.0,1.0,-1.0,94.0,0.0,shkslx1s,jmbhb6nn,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,-12.0,1.0,-1.0,94.0,0.0,0.0,0,0,0.0
240,nl0lf9mk,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3,21,3.0,1,0.0,-9.0,7.0,-4.0,94.0,1.0,8i4us26m,l9f93y7e,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4.0,0.0,-10.0,5.0,-10.0,100.0,0.0,0.0,1,0,1.0
241,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,21,4.0,2,0.0,-7.0,1.0,-9.0,100.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-7.0,1.0,-9.0,100.0,0.0,0.0,0,1,1.0
242,cdztu33r,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,21,4.0,3,1.0,-10.0,8.0,-7.0,95.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,-10.0,8.0,-7.0,95.0,1.0,0.0,1,1,0.0
243,cefo5bkh,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,21,3.0,4,1.0,-13.0,0.0,1.0,92.0,0.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2.0,1.0,-12.0,2.0,-11.0,102.0,0.0,0.0,0,0,0.0
244,nl0lf9mk,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,22,3.0,1,0.0,-8.0,3.0,-6.0,90.0,0.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,1.0,-12.0,0.0,-7.0,97.0,0.0,1.0,0,0,0.0
245,i0xtvmf7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,22,1.0,2,0.0,-10.0,2.0,-2.0,103.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,5.0,0.0,-10.0,2.0,-2.0,103.0,0.0,1.0,1,0,1.0
246,cdztu33r,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,22,5.0,3,1.0,-7.0,1.0,-2.0,103.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,3.0,1.0,-7.0,1.0,-2.0,103.0,1.0,1.0,1,1,0.0
247,cefo5bkh,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,22,5.0,4,0.0,-9.0,6.0,0.0,100.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,-2.0,-11.0,2.0,0.0,94.0,0.0,0.0,1,0,1.0
248,nl0lf9mk,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3,23,3.0,1,0.0,-12.0,0.0,-9.0,96.0,0.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-9.0,2.0,-2.0,89.0,1.0,1.0,0,1,1.0
249,i0xtvmf7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,23,2.0,2,0.0,-14.0,6.0,-14.0,95.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,-14.0,6.0,-14.0,95.0,0.0,0.0,0,1,1.0
250,cdztu33r,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,23,2.0,3,0.0,-9.0,2.0,-9.0,104.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2.0,0.0,-9.0,2.0,-9.0,104.0,0.0,0.0,1,1,0.0
251,cefo5bkh,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,23,3.0,4,0.0,-7.0,7.0,0.0,104.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,0.0,-13.0,3.0,-6.0,106.0,0.0,0.0,1,0,1.0
252,nl0lf9mk,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,24,2.0,1,0.0,-10.0,1.0,-5.0,98.0,0.0,8i4us26m,l9f93y7e,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-10.0,1.0,-5.0,97.0,1.0,1.0,1,0,1.0
